疾病通路的编号,疾病名称,通路名称,时序切片,基因名称,基因ID,基因链接
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,17,SLC25A6,293,https://www.kegg.jp/entry/hsa:293
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,18,SLC25A31,83447,https://www.kegg.jp/entry/hsa:83447
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,19,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,20,APAF1,317,https://www.kegg.jp/entry/hsa:317
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,21,CASP9,842,https://www.kegg.jp/entry/hsa:842
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,22,CASP3,836,https://www.kegg.jp/entry/hsa:836
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,23,CASP7,840,https://www.kegg.jp/entry/hsa:840
hsa05016,Huntington disease,Mutation-caused aberrant Htt to VGCC-Ca2+ -apoptotic pathway,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to VGCC-Ca2+ -apoptotic pathway,2,STX1A,6804,https://www.kegg.jp/entry/hsa:6804
hsa05016,Huntington disease,Mutation-caused aberrant Htt to VGCC-Ca2+ -apoptotic pathway,3,CACNA1B,774,https://www.kegg.jp/entry/hsa:774
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,2,DLG4,1742,https://www.kegg.jp/entry/hsa:1742
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,3,GRIN1,2902,https://www.kegg.jp/entry/hsa:2902
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,4,GRIN2A,2903,https://www.kegg.jp/entry/hsa:2903
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,5,GRIN2B,2904,https://www.kegg.jp/entry/hsa:2904
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,6,GRIN2C,2905,https://www.kegg.jp/entry/hsa:2905
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,7,GRIN2D,2906,https://www.kegg.jp/entry/hsa:2906
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,8,MCU,90550,https://www.kegg.jp/entry/hsa:90550
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,9,VDAC1,7416,https://www.kegg.jp/entry/hsa:7416
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,10,VDAC2,7417,https://www.kegg.jp/entry/hsa:7417
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,11,VDAC3,7419,https://www.kegg.jp/entry/hsa:7419
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,12,SLC25A4,291,https://www.kegg.jp/entry/hsa:291
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,13,SLC25A5,292,https://www.kegg.jp/entry/hsa:292
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,14,SLC25A6,293,https://www.kegg.jp/entry/hsa:293
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,15,SLC25A31,83447,https://www.kegg.jp/entry/hsa:83447
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,16,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,17,APAF1,317,https://www.kegg.jp/entry/hsa:317
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,18,CASP9,842,https://www.kegg.jp/entry/hsa:842
hsa05016,Huntington disease,Mutation-caused aberrant Htt to transport of calcium,19,CASP3,836,https://www.kegg.jp/entry/hsa:836
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,2,PSMA6,5687,https://www.kegg.jp/entry/hsa:5687
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,3,PSMA2,5683,https://www.kegg.jp/entry/hsa:5683
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,4,PSMA4,5685,https://www.kegg.jp/entry/hsa:5685
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,5,PSMA7,5688,https://www.kegg.jp/entry/hsa:5688
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,6,PSMA8,143471,https://www.kegg.jp/entry/hsa:143471
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,7,PSMA5,5686,https://www.kegg.jp/entry/hsa:5686
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,8,PSMA1,5682,https://www.kegg.jp/entry/hsa:5682
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,9,PSMA3,5684,https://www.kegg.jp/entry/hsa:5684
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,10,PSMB6,5694,https://www.kegg.jp/entry/hsa:5694
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,11,PSMB7,5695,https://www.kegg.jp/entry/hsa:5695
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,12,PSMB3,5691,https://www.kegg.jp/entry/hsa:5691
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,13,PSMB2,5690,https://www.kegg.jp/entry/hsa:5690
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,14,PSMB5,5693,https://www.kegg.jp/entry/hsa:5693
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,15,PSMB1,5689,https://www.kegg.jp/entry/hsa:5689
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,16,PSMB4,5692,https://www.kegg.jp/entry/hsa:5692
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,17,PSMC2,5701,https://www.kegg.jp/entry/hsa:5701
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,18,PSMC1,5700,https://www.kegg.jp/entry/hsa:5700
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,19,PSMC4,5704,https://www.kegg.jp/entry/hsa:5704
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,20,PSMC6,5706,https://www.kegg.jp/entry/hsa:5706
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,21,PSMC3,5702,https://www.kegg.jp/entry/hsa:5702
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,22,PSMC5,5705,https://www.kegg.jp/entry/hsa:5705
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,23,PSMD2,5708,https://www.kegg.jp/entry/hsa:5708
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,24,PSMD1,5707,https://www.kegg.jp/entry/hsa:5707
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,25,PSMD3,5709,https://www.kegg.jp/entry/hsa:5709
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,26,PSMD9,5715,https://www.kegg.jp/entry/hsa:5715
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,27,PSMD12,5718,https://www.kegg.jp/entry/hsa:5718
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,28,PSMD11,5717,https://www.kegg.jp/entry/hsa:5717
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,29,PSMD6,9861,https://www.kegg.jp/entry/hsa:9861
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,30,PSMD7,5713,https://www.kegg.jp/entry/hsa:5713
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,31,PSMD13,5719,https://www.kegg.jp/entry/hsa:5719
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,32,PSMD4,5710,https://www.kegg.jp/entry/hsa:5710
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,33,PSMD14,10213,https://www.kegg.jp/entry/hsa:10213
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,34,PSMD8,5714,https://www.kegg.jp/entry/hsa:5714
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,35,ADRM1,11047,https://www.kegg.jp/entry/hsa:11047
hsa05016,Huntington disease,Mutation-caused aberrant Htt to 26S proteasome-mediated protein degradation,36,SEM1,7979,https://www.kegg.jp/entry/hsa:7979
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,2,BECN1,8678,https://www.kegg.jp/entry/hsa:8678
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,3,PIK3C3,5289,https://www.kegg.jp/entry/hsa:5289
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,4,ATG14,22863,https://www.kegg.jp/entry/hsa:22863
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,5,PIK3R4,30849,https://www.kegg.jp/entry/hsa:30849
hsa05016,Huntington disease,Mutation-caused aberrant Htt to autophagy-vesicle nucleation,6,AMBRA1,55626,https://www.kegg.jp/entry/hsa:55626
hsa05016,Huntington disease,Mutation-caused aberrant Htt to extrinsic apoptotic pathway,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to extrinsic apoptotic pathway,2,HIP1,3092,https://www.kegg.jp/entry/hsa:3092
hsa05016,Huntington disease,Mutation-caused aberrant Htt to extrinsic apoptotic pathway,3,IFT57,55081,https://www.kegg.jp/entry/hsa:55081
hsa05016,Huntington disease,Mutation-caused aberrant Htt to extrinsic apoptotic pathway,4,CASP8,841,https://www.kegg.jp/entry/hsa:841
hsa05016,Huntington disease,Mutation-caused aberrant Htt to extrinsic apoptotic pathway,5,CASP3,836,https://www.kegg.jp/entry/hsa:836
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,2,MAP3K10,4294,https://www.kegg.jp/entry/hsa:4294
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,3,MAP2K7,5609,https://www.kegg.jp/entry/hsa:5609
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,4,MAPK8,5599,https://www.kegg.jp/entry/hsa:5599
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,5,MAPK9,5601,https://www.kegg.jp/entry/hsa:5601
hsa05016,Huntington disease,Mutation-caused aberrant Htt to TNF-JNK signaling pathway,6,MAPK10,5602,https://www.kegg.jp/entry/hsa:5602
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,2,SDHA,6389,https://www.kegg.jp/entry/hsa:6389
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,3,SDHB,6390,https://www.kegg.jp/entry/hsa:6390
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,4,SDHC,6391,https://www.kegg.jp/entry/hsa:6391
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex II,5,SDHD,6392,https://www.kegg.jp/entry/hsa:6392
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,2,UQCRFS1,7386,https://www.kegg.jp/entry/hsa:7386
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,3,CYTB,4519,https://www.kegg.jp/entry/hsa:4519
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,4,CYC1,1537,https://www.kegg.jp/entry/hsa:1537
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,5,UQCRC1,7384,https://www.kegg.jp/entry/hsa:7384
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,6,UQCRC2,7385,https://www.kegg.jp/entry/hsa:7385
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,7,UQCRHL,440567,https://www.kegg.jp/entry/hsa:440567
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,8,UQCRH,7388,https://www.kegg.jp/entry/hsa:7388
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,9,UQCRB,7381,https://www.kegg.jp/entry/hsa:7381
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,10,UQCRQ,27089,https://www.kegg.jp/entry/hsa:27089
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,11,UQCR10,29796,https://www.kegg.jp/entry/hsa:29796
hsa05016,Huntington disease,Mutation-caused aberrant Htt to electron transfer in Complex III,12,UQCR11,10975,https://www.kegg.jp/entry/hsa:10975
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,1,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,2,HAP1,9001,https://www.kegg.jp/entry/hsa:9001
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,3,DCTN1,1639,https://www.kegg.jp/entry/hsa:1639
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,4,DCTN2,10540,https://www.kegg.jp/entry/hsa:10540
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,5,DCTN3,11258,https://www.kegg.jp/entry/hsa:11258
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,6,DCTN4,51164,https://www.kegg.jp/entry/hsa:51164
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,7,DCTN5,84516,https://www.kegg.jp/entry/hsa:84516
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,8,DCTN6,10671,https://www.kegg.jp/entry/hsa:10671
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,9,ACTR1A,10121,https://www.kegg.jp/entry/hsa:10121
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,10,ACTR1B,10120,https://www.kegg.jp/entry/hsa:10120
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,11,ACTR10,55860,https://www.kegg.jp/entry/hsa:55860
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,12,DNAH1,25981,https://www.kegg.jp/entry/hsa:25981
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,13,DNAH2,146754,https://www.kegg.jp/entry/hsa:146754
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,14,DNAH3,55567,https://www.kegg.jp/entry/hsa:55567
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,15,DNAH5,1767,https://www.kegg.jp/entry/hsa:1767
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,16,DNAH6,1768,https://www.kegg.jp/entry/hsa:1768
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,17,DNAH7,56171,https://www.kegg.jp/entry/hsa:56171
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,18,DNAH8,1769,https://www.kegg.jp/entry/hsa:1769
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,19,DNAH9,1770,https://www.kegg.jp/entry/hsa:1770
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,20,DNAH10,196385,https://www.kegg.jp/entry/hsa:196385
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,21,DNAH11,8701,https://www.kegg.jp/entry/hsa:8701
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,22,DNAH12,201625,https://www.kegg.jp/entry/hsa:201625
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,23,DNAH17,8632,https://www.kegg.jp/entry/hsa:8632
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,24,DNAI1,27019,https://www.kegg.jp/entry/hsa:27019
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,25,DNAI2,64446,https://www.kegg.jp/entry/hsa:64446
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,26,DNALI1,7802,https://www.kegg.jp/entry/hsa:7802
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,27,DNAL1,83544,https://www.kegg.jp/entry/hsa:83544
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,28,DNAL4,10126,https://www.kegg.jp/entry/hsa:10126
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,29,TUBA1A,7846,https://www.kegg.jp/entry/hsa:7846
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,30,TUBA1B,10376,https://www.kegg.jp/entry/hsa:10376
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,31,TUBA1C,84790,https://www.kegg.jp/entry/hsa:84790
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,32,TUBA3C,7278,https://www.kegg.jp/entry/hsa:7278
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,33,TUBA3D,113457,https://www.kegg.jp/entry/hsa:113457
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,34,TUBA3E,112714,https://www.kegg.jp/entry/hsa:112714
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,35,TUBA4A,7277,https://www.kegg.jp/entry/hsa:7277
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,36,TUBA8,51807,https://www.kegg.jp/entry/hsa:51807
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,37,TUBB,203068,https://www.kegg.jp/entry/hsa:203068
hsa05016,Huntington disease,Mutation-caused aberrant Htt to retrograde axonal transport,38,TUBB1,81027,https://www.kegg.jp/entry/hsa:81027
