基因名称,基因ID,类型,涉及通路,涉及通路的编号
PSMA8,143471,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMA8,143471,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMA8,143471,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMA8,143471,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMA8,143471,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMA8,143471,"Homo sapiens (human)
",Prion disease,hsa05020
PSMA8,143471,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMA5,5686,"Homo sapiens (human)
",Proteasome,hsa03050
PSMA5,5686,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMA5,5686,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMA5,5686,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMA5,5686,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMA5,5686,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMA5,5686,"Homo sapiens (human)
",Prion disease,hsa05020
PSMA5,5686,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMA1,5682,"Homo sapiens (human)
",Proteasome,hsa03050
PSMA1,5682,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMA1,5682,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMA1,5682,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMA1,5682,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMA1,5682,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMA1,5682,"Homo sapiens (human)
",Prion disease,hsa05020
PSMA1,5682,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMA3,5684,"Homo sapiens (human)
",Proteasome,hsa03050
PSMA3,5684,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMA3,5684,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMA3,5684,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMA3,5684,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMA3,5684,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMA3,5684,"Homo sapiens (human)
",Prion disease,hsa05020
PSMA3,5684,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMB6,5694,"Homo sapiens (human)
",Proteasome,hsa03050
PSMB6,5694,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMB6,5694,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMB6,5694,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMB6,5694,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMB6,5694,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMB6,5694,"Homo sapiens (human)
",Prion disease,hsa05020
PSMB6,5694,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMB7,5695,"Homo sapiens (human)
",Proteasome,hsa03050
PSMB7,5695,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMB7,5695,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMB7,5695,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMB7,5695,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMB7,5695,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMB7,5695,"Homo sapiens (human)
",Prion disease,hsa05020
PSMB7,5695,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMB3,5691,"Homo sapiens (human)
",Proteasome,hsa03050
PSMB3,5691,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMB3,5691,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMB3,5691,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMB3,5691,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMB3,5691,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMB3,5691,"Homo sapiens (human)
",Prion disease,hsa05020
PSMB3,5691,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMB2,5690,"Homo sapiens (human)
",Proteasome,hsa03050
PSMB2,5690,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMB2,5690,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMB2,5690,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMB2,5690,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMB2,5690,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMB2,5690,"Homo sapiens (human)
",Prion disease,hsa05020
PSMB2,5690,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMB5,5693,"Homo sapiens (human)
",Proteasome,hsa03050
PSMB5,5693,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMB5,5693,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMB5,5693,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMB5,5693,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMB5,5693,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMB5,5693,"Homo sapiens (human)
",Prion disease,hsa05020
PSMB5,5693,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMB1,5689,"Homo sapiens (human)
",Proteasome,hsa03050
PSMB1,5689,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMB1,5689,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMB1,5689,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMB1,5689,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMB1,5689,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMB1,5689,"Homo sapiens (human)
",Prion disease,hsa05020
PSMB1,5689,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMB4,5692,"Homo sapiens (human)
",Proteasome,hsa03050
PSMB4,5692,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMB4,5692,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMB4,5692,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMB4,5692,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMB4,5692,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMB4,5692,"Homo sapiens (human)
",Prion disease,hsa05020
PSMB4,5692,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMC2,5701,"Homo sapiens (human)
",Proteasome,hsa03050
PSMC2,5701,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMC2,5701,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMC2,5701,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMC2,5701,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMC2,5701,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMC2,5701,"Homo sapiens (human)
",Prion disease,hsa05020
PSMC2,5701,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMC2,5701,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMC1,5700,"Homo sapiens (human)
",Proteasome,hsa03050
PSMC1,5700,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMC1,5700,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMC1,5700,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMC1,5700,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMC1,5700,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMC1,5700,"Homo sapiens (human)
",Prion disease,hsa05020
PSMC1,5700,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMC1,5700,"Homo sapiens (human)
",Human papillomavirus infection,hsa05165
PSMC1,5700,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMC1,5700,"Homo sapiens (human)
",Viral carcinogenesis,hsa05203
PSMC4,5704,"Homo sapiens (human)
",Proteasome,hsa03050
PSMC4,5704,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMC4,5704,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMC4,5704,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMC4,5704,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMC4,5704,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMC4,5704,"Homo sapiens (human)
",Prion disease,hsa05020
PSMC4,5704,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMC4,5704,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMC6,5706,"Homo sapiens (human)
",Proteasome,hsa03050
PSMC6,5706,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMC6,5706,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMC6,5706,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMC6,5706,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMC6,5706,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMC6,5706,"Homo sapiens (human)
",Prion disease,hsa05020
PSMC6,5706,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMC6,5706,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMC3,5702,"Homo sapiens (human)
",Proteasome,hsa03050
PSMC3,5702,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMC3,5702,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMC3,5702,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMC3,5702,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMC3,5702,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMC3,5702,"Homo sapiens (human)
",Prion disease,hsa05020
PSMC3,5702,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMC3,5702,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMC5,5705,"Homo sapiens (human)
",Proteasome,hsa03050
PSMC5,5705,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMC5,5705,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMC5,5705,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMC5,5705,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMC5,5705,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMC5,5705,"Homo sapiens (human)
",Prion disease,hsa05020
PSMC5,5705,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMC5,5705,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD2,5708,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD2,5708,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD2,5708,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD2,5708,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD2,5708,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD2,5708,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD2,5708,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD2,5708,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD2,5708,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD1,5707,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD1,5707,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD1,5707,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD1,5707,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD1,5707,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD1,5707,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD1,5707,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD1,5707,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD1,5707,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD3,5709,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD3,5709,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD3,5709,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD3,5709,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD3,5709,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD3,5709,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD3,5709,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD3,5709,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD3,5709,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD9,5715,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD9,5715,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD9,5715,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD9,5715,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD9,5715,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD9,5715,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD9,5715,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD9,5715,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD12,5718,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD12,5718,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD12,5718,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD12,5718,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD12,5718,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD12,5718,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD12,5718,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD12,5718,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD12,5718,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD11,5717,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD11,5717,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD11,5717,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD11,5717,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD11,5717,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD11,5717,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD11,5717,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD11,5717,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD11,5717,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD6,9861,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD6,9861,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD6,9861,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD6,9861,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD6,9861,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD6,9861,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD6,9861,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD6,9861,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD6,9861,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD7,5713,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD7,5713,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD7,5713,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD7,5713,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD7,5713,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD7,5713,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD7,5713,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD7,5713,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD7,5713,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD13,5719,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD13,5719,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD13,5719,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD13,5719,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD13,5719,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD13,5719,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD13,5719,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD13,5719,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD13,5719,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD4,5710,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD4,5710,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD4,5710,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD4,5710,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD4,5710,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD4,5710,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD4,5710,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD4,5710,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD4,5710,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD14,10213,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD14,10213,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD14,10213,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD14,10213,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD14,10213,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD14,10213,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD14,10213,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD14,10213,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD14,10213,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
PSMD8,5714,"Homo sapiens (human)
",Proteasome,hsa03050
PSMD8,5714,"Homo sapiens (human)
",Alzheimer disease,hsa05010
PSMD8,5714,"Homo sapiens (human)
",Parkinson disease,hsa05012
PSMD8,5714,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
PSMD8,5714,"Homo sapiens (human)
",Huntington disease,hsa05016
PSMD8,5714,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
PSMD8,5714,"Homo sapiens (human)
",Prion disease,hsa05020
PSMD8,5714,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
PSMD8,5714,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
ADRM1,11047,"Homo sapiens (human)
",Proteasome,hsa03050
ADRM1,11047,"Homo sapiens (human)
",Alzheimer disease,hsa05010
ADRM1,11047,"Homo sapiens (human)
",Parkinson disease,hsa05012
ADRM1,11047,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
ADRM1,11047,"Homo sapiens (human)
",Huntington disease,hsa05016
ADRM1,11047,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
ADRM1,11047,"Homo sapiens (human)
",Prion disease,hsa05020
ADRM1,11047,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
ADRM1,11047,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
SEM1,7979,"Homo sapiens (human)
",Proteasome,hsa03050
SEM1,7979,"Homo sapiens (human)
",Homologous recombination,hsa03440
SEM1,7979,"Homo sapiens (human)
",Alzheimer disease,hsa05010
SEM1,7979,"Homo sapiens (human)
",Parkinson disease,hsa05012
SEM1,7979,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
SEM1,7979,"Homo sapiens (human)
",Huntington disease,hsa05016
SEM1,7979,"Homo sapiens (human)
",Spinocerebellar ataxia,hsa05017
SEM1,7979,"Homo sapiens (human)
",Prion disease,hsa05020
SEM1,7979,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
SEM1,7979,"Homo sapiens (human)
",Epstein-Barr virus infection,hsa05169
VCP,7415,"Homo sapiens (human)
",Mitophagy - animal,hsa04137
VCP,7415,"Homo sapiens (human)
",Protein processing in endoplasmic reticulum,hsa04141
VCP,7415,"Homo sapiens (human)
",Amyotrophic lateral sclerosis,hsa05014
VCP,7415,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
VCP,7415,"Homo sapiens (human)
",Legionellosis,hsa05134
RPS27A,6233,"Homo sapiens (human)
",Ribosome,hsa03010
RPS27A,6233,"Homo sapiens (human)
",Ubiquitin mediated proteolysis,hsa04120
RPS27A,6233,"Homo sapiens (human)
",Mitophagy - animal,hsa04137
RPS27A,6233,"Homo sapiens (human)
",Autophagy - animal,hsa04140
RPS27A,6233,"Homo sapiens (human)
",Parkinson disease,hsa05012
RPS27A,6233,"Homo sapiens (human)
",Pathways of neurodegeneration - multiple diseases,hsa05022
